"subject","age","sex","spain","spanish","consent","type","trial","exp","item","dependency","length","rating","z.score.rating"
"S23",28,"female","yes","yes","yes","filler_ungram","29","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","wh_long","32","exp","16","wh","long","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_gram","33","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","wh_short","36","exp","6","wh","short","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_gram","37","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","local_long","39","exp","15","local","long","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","40","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","wh_long","43","exp","4","wh","long","5",0.295369028742383
"S23",28,"female","yes","yes","yes","filler_ungram","44","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","local_long","47","exp","23","local","long","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","48","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","filler_gram","49","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","local_long","51","exp","3","local","long","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_gram","52","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","local_long","55","exp","19","local","long","5",0.295369028742383
"S23",28,"female","yes","yes","yes","filler_gram","56","filler",NA,NA,NA,"4",-0.109708496390028
"S23",28,"female","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_gram","58","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","local_short","59","exp","17","local","short","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","60","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_gram","62","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","wh_short","63","exp","14","wh","short","3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_gram","64","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","wh_short","67","exp","22","wh","short","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","68","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","69","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","local_short","71","exp","5","local","short","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_gram","72","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","filler_gram","73","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","wh_long","75","exp","24","wh","long","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","76","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_gram","78","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","wh_long","80","exp","20","wh","long","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","81","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","local_short","84","exp","1","local","short","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","85","filler",NA,NA,NA,"3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_gram","86","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","87","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","local_long","88","exp","7","local","long","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","89","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","filler_gram","91","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","wh_short","92","exp","2","wh","short","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_gram","93","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","wh_short","96","exp","18","wh","short","3",-0.514786021522438
"S24",29,"male","yes","yes","yes","filler_gram","1","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_gram","2","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","3","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","local_short","4","exp","24","local","short","1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"2",-0.913573359580125
"S24",29,"male","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","8","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","local_short","9","exp","12","local","short","3",-0.511265825086125
"S24",29,"male","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","11","filler",NA,NA,NA,"3",-0.511265825086125
"S24",29,"male","yes","yes","yes","local_short","12","exp","16","local","short","1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"2",-0.913573359580125
"S24",29,"male","yes","yes","yes","filler_ungram","14","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_gram","15","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","wh_long","16","exp","23","wh","long","2",-0.913573359580125
"S24",29,"male","yes","yes","yes","filler_gram","17","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_gram","18","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","wh_short","21","exp","13","wh","short","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","23","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_gram","24","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","wh_short","25","exp","5","wh","short","5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"3",-0.511265825086125
"S24",29,"male","yes","yes","yes","filler_ungram","28","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","local_short","29","exp","20","local","short","2",-0.913573359580125
"S24",29,"male","yes","yes","yes","filler_gram","30","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","local_long","33","exp","10","local","long","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"3",-0.511265825086125
"S24",29,"male","yes","yes","yes","filler_gram","36","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","local_short","37","exp","8","local","short","5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","38","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_gram","39","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","wh_long","40","exp","19","wh","long","5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_gram","42","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","43","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","wh_short","44","exp","1","wh","short","3",-0.511265825086125
"S24",29,"male","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","47","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","local_long","48","exp","2","local","long","7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"2",-0.913573359580125
"S24",29,"male","yes","yes","yes","filler_gram","50","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","local_long","52","exp","22","local","long","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","wh_short","56","exp","21","wh","short","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_gram","57","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_gram","59","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","local_long","60","exp","6","local","long","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"2",-0.913573359580125
"S24",29,"male","yes","yes","yes","wh_long","64","exp","15","wh","long","5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","67","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","wh_long","68","exp","11","wh","long","7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","local_short","72","exp","4","local","short","7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_gram","74","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","75","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","local_long","76","exp","18","local","long","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_gram","79","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_gram","80","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","local_long","81","exp","14","local","long","7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","84","filler",NA,NA,NA,"2",-0.913573359580125
"S24",29,"male","yes","yes","yes","wh_long","85","exp","3","wh","long","5",0.293349243901875
"S24",29,"male","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_gram","88","filler",NA,NA,NA,"6",0.695656778395875
"S24",29,"male","yes","yes","yes","wh_long","89","exp","7","wh","long","7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_gram","90","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"1",-1.31588089407412
"S24",29,"male","yes","yes","yes","wh_short","93","exp","17","wh","short","6",0.695656778395875
"S24",29,"male","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"7",1.09796431288988
"S24",29,"male","yes","yes","yes","wh_short","96","exp","9","wh","short","5",0.293349243901875
"S25",27,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"1",-1.45595980502957
"S25",27,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","wh_short","3","exp","21","wh","short","7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_ungram","4","filler",NA,NA,NA,"1",-1.45595980502957
"S25",27,"female","yes","yes","yes","filler_gram","5","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_gram","6","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_gram","7","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","local_short","8","exp","8","local","short","7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_ungram","9","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","wh_short","11","exp","1","wh","short","7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_ungram","12","filler",NA,NA,NA,"1",-1.45595980502957
"S25",27,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"5",-0.0223993816158396
"S25",27,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","wh_long","15","exp","11","wh","long","7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_gram","16","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_gram","17","filler",NA,NA,NA,"7",0.694380830091027
"S25",27,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"1",-1.45595980502957
