"subject","age","sex","spain","spanish","consent","type","trial","exp","item","dependency","length","rating","z.score.rating"
"S20",30,"male","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","wh_long","33","exp","3","wh","long","6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_gram","36","filler",NA,NA,NA,"4",-0.0353374281676029
"S20",30,"male","yes","yes","yes","local_short","37","exp","4","local","short","1",-1.48922018706326
"S20",30,"male","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"7",1.41854533072805
"S20",30,"male","yes","yes","yes","filler_ungram","39","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","local_long","40","exp","10","local","long","2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","41","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_ungram","42","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","43","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","wh_long","44","exp","7","wh","long","2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_gram","46","filler",NA,NA,NA,"7",1.41854533072805
"S20",30,"male","yes","yes","yes","filler_gram","47","filler",NA,NA,NA,"7",1.41854533072805
"S20",30,"male","yes","yes","yes","local_short","48","exp","20","local","short","5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","local_short","52","exp","8","local","short","1",-1.48922018706326
"S20",30,"male","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","55","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","wh_short","56","exp","9","wh","short","2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"7",1.41854533072805
"S20",30,"male","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","59","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","wh_short","60","exp","21","wh","short","7",1.41854533072805
"S20",30,"male","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_gram","62","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","63","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","wh_short","64","exp","5","wh","short","6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_gram","65","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_gram","66","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_gram","67","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","wh_long","68","exp","23","wh","long","5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","local_short","72","exp","16","local","short","4",-0.0353374281676029
"S20",30,"male","yes","yes","yes","filler_gram","73","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"4",-0.0353374281676029
"S20",30,"male","yes","yes","yes","filler_gram","75","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","local_long","76","exp","2","local","long","3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_gram","78","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_gram","80","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","local_long","81","exp","18","local","long","3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_ungram","83","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_gram","84","filler",NA,NA,NA,"4",-0.0353374281676029
"S20",30,"male","yes","yes","yes","local_long","85","exp","14","local","long","3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","86","filler",NA,NA,NA,"5",0.449290158130949
"S20",30,"male","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_gram","88","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","wh_short","89","exp","17","wh","short","2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"2",-1.00459260076471
"S20",30,"male","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","wh_long","93","exp","11","wh","long","4",-0.0353374281676029
"S20",30,"male","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"3",-0.519965014466155
"S20",30,"male","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"6",0.933917744429501
"S20",30,"male","yes","yes","yes","local_long","96","exp","6","local","long","6",0.933917744429501
"S21",38,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"3",-1.04104533998363
"S21",38,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","3","filler",NA,NA,NA,"4",-0.592882323667807
"S21",38,"female","yes","yes","yes","wh_short","4","exp","4","wh","short","6",0.303443708963838
"S21",38,"female","yes","yes","yes","filler_gram","5","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","6","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","filler_ungram","8","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","local_short","9","exp","15","local","short","6",0.303443708963838
"S21",38,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","11","filler",NA,NA,NA,"6",0.303443708963838
"S21",38,"female","yes","yes","yes","local_short","12","exp","23","local","short","3",-1.04104533998363
"S21",38,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","filler_ungram","14","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","15","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","wh_short","16","exp","8","wh","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","17","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"6",0.303443708963838
"S21",38,"female","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","20","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","wh_long","21","exp","10","wh","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","22","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"3",-1.04104533998363
"S21",38,"female","yes","yes","yes","filler_ungram","24","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","wh_short","25","exp","20","wh","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","26","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","28","filler",NA,NA,NA,"6",0.303443708963838
"S21",38,"female","yes","yes","yes","wh_short","29","exp","12","wh","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","30","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","32","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_long","33","exp","17","local","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"5",-0.144719307351984
"S21",38,"female","yes","yes","yes","filler_ungram","35","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_gram","36","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","local_long","37","exp","13","local","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_ungram","39","filler",NA,NA,NA,"3",-1.04104533998363
"S21",38,"female","yes","yes","yes","wh_short","40","exp","16","wh","short","2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_gram","41","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","42","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","43","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_long","44","exp","9","local","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","45","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","46","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","47","filler",NA,NA,NA,"6",0.303443708963838
"S21",38,"female","yes","yes","yes","wh_short","48","exp","24","wh","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"4",-0.592882323667807
"S21",38,"female","yes","yes","yes","filler_ungram","50","filler",NA,NA,NA,"4",-0.592882323667807
"S21",38,"female","yes","yes","yes","filler_ungram","51","filler",NA,NA,NA,"3",-1.04104533998363
"S21",38,"female","yes","yes","yes","local_long","52","exp","21","local","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","54","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","55","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_short","56","exp","11","local","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","57","filler",NA,NA,NA,"5",-0.144719307351984
"S21",38,"female","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"5",-0.144719307351984
"S21",38,"female","yes","yes","yes","filler_gram","59","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","wh_long","60","exp","6","wh","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","61","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_gram","62","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","63","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_long","64","exp","1","local","long","5",-0.144719307351984
"S21",38,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"5",-0.144719307351984
"S21",38,"female","yes","yes","yes","filler_ungram","67","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_short","68","exp","7","local","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"6",0.303443708963838
"S21",38,"female","yes","yes","yes","filler_ungram","70","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_ungram","71","filler",NA,NA,NA,"3",-1.04104533998363
"S21",38,"female","yes","yes","yes","local_short","72","exp","3","local","short","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","73","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_ungram","75","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","wh_long","76","exp","22","wh","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","78","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","79","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","80","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","wh_long","81","exp","14","wh","long","6",0.303443708963838
"S21",38,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_gram","83","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","84","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_long","85","exp","5","local","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","86","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","87","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_gram","88","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","wh_long","89","exp","2","wh","long","7",0.751606725279661
"S21",38,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","filler_ungram","91","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","filler_ungram","92","filler",NA,NA,NA,"2",-1.48920835629945
"S21",38,"female","yes","yes","yes","wh_long","93","exp","18","wh","long","5",-0.144719307351984
"S21",38,"female","yes","yes","yes","filler_ungram","94","filler",NA,NA,NA,"1",-1.93737137261527
"S21",38,"female","yes","yes","yes","filler_gram","95","filler",NA,NA,NA,"7",0.751606725279661
"S21",38,"female","yes","yes","yes","local_short","96","exp","19","local","short","7",0.751606725279661
"S22",28,"female","yes","yes","yes","filler_gram","1","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"2",-2.42681972262137
"S22",28,"female","yes","yes","yes","wh_short","3","exp","3","wh","short","1",-3.1160939633659
"S22",28,"female","yes","yes","yes","filler_ungram","4","filler",NA,NA,NA,"2",-2.42681972262137
"S22",28,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_gram","6","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","local_short","8","exp","10","local","short","4",-1.04827124113231
"S22",28,"female","yes","yes","yes","filler_ungram","9","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","10","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","local_long","11","exp","4","local","long","5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","12","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_gram","14","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","wh_long","15","exp","9","wh","long","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","16","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_gram","19","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","wh_long","20","exp","13","wh","long","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","21","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","22","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","23","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","wh_long","24","exp","17","wh","long","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","25","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","wh_short","28","exp","19","wh","short","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","29","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","30","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","31","filler",NA,NA,NA,"4",-1.04827124113231
"S22",28,"female","yes","yes","yes","local_short","32","exp","18","local","short","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","33","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","34","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_gram","35","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","wh_short","36","exp","11","wh","short","4",-1.04827124113231
"S22",28,"female","yes","yes","yes","filler_ungram","37","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","38","filler",NA,NA,NA,"4",-1.04827124113231
"S22",28,"female","yes","yes","yes","local_short","39","exp","22","local","short","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","40","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","41","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","42","filler",NA,NA,NA,"4",-1.04827124113231
"S22",28,"female","yes","yes","yes","local_short","43","exp","6","local","short","3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_ungram","44","filler",NA,NA,NA,"2",-2.42681972262137
"S22",28,"female","yes","yes","yes","filler_ungram","45","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","46","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","wh_short","47","exp","23","wh","short","4",-1.04827124113231
"S22",28,"female","yes","yes","yes","filler_ungram","48","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","49","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_gram","50","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","local_short","51","exp","2","local","short","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","52","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","53","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","54","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","wh_long","55","exp","5","wh","long","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","56","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_gram","57","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","58","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","local_long","59","exp","12","local","long","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","60","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_gram","61","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","62","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","wh_short","63","exp","7","wh","short","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","64","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","65","filler",NA,NA,NA,"3",-1.73754548187684
"S22",28,"female","yes","yes","yes","filler_ungram","66","filler",NA,NA,NA,"4",-1.04827124113231
"S22",28,"female","yes","yes","yes","local_long","67","exp","24","local","long","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","68","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","69","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","70","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","wh_long","71","exp","1","wh","long","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","72","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","73","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","74","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","wh_short","75","exp","15","wh","short","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","76","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","77","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","78","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","79","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","local_long","80","exp","20","local","long","5",-0.358997000387776
"S22",28,"female","yes","yes","yes","filler_ungram","81","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","82","filler",NA,NA,NA,"4",-1.04827124113231
"S22",28,"female","yes","yes","yes","filler_gram","83","filler",NA,NA,NA,"5",-0.358997000387776
"S22",28,"female","yes","yes","yes","local_long","84","exp","16","local","long","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","85","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","86","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","87","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","local_long","88","exp","8","local","long","7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","89","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_ungram","90","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","91","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","local_short","92","exp","14","local","short","6",0.330277240356754
"S22",28,"female","yes","yes","yes","filler_gram","93","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_gram","94","filler",NA,NA,NA,"7",1.01955148110128
"S22",28,"female","yes","yes","yes","filler_ungram","95","filler",NA,NA,NA,"6",0.330277240356754
"S22",28,"female","yes","yes","yes","wh_long","96","exp","21","wh","long","6",0.330277240356754
"S23",28,"female","yes","yes","yes","filler_ungram","1","filler",NA,NA,NA,"3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_ungram","2","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","local_short","3","exp","9","local","short","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","4","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","5","filler",NA,NA,NA,"2",-0.919863546654848
"S23",28,"female","yes","yes","yes","filler_ungram","6","filler",NA,NA,NA,"6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_ungram","7","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","wh_long","8","exp","8","wh","long","3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_ungram","9","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_gram","10","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","wh_short","11","exp","10","wh","short","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","12","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","13","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","14","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","local_short","15","exp","13","local","short","5",0.295369028742383
"S23",28,"female","yes","yes","yes","filler_ungram","16","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","17","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","18","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","19","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","local_long","20","exp","11","local","long","6",0.700446553874793
"S23",28,"female","yes","yes","yes","filler_gram","21","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","22","filler",NA,NA,NA,"3",-0.514786021522438
"S23",28,"female","yes","yes","yes","filler_ungram","23","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","wh_long","24","exp","12","wh","long","7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_gram","25","filler",NA,NA,NA,"7",1.1055240790072
"S23",28,"female","yes","yes","yes","filler_ungram","26","filler",NA,NA,NA,"1",-1.32494107178726
"S23",28,"female","yes","yes","yes","filler_ungram","27","filler",NA,NA,NA,"5",0.295369028742383
"S23",28,"female","yes","yes","yes","local_short","28","exp","21","local","short","6",0.700446553874793
